numero,texto_quechua
599,"pisq’a Pachak isqon Chunka isqonniyoq"
600,"soqta Pachak"
601,"soqta Pachak hukniyoq"
602,"soqta Pachak iskayniyoq"
603,"soqta Pachak kinsayoq"
604,"soqta Pachak tawayoq"
605,"soqta Pachak pisq’ayoq"
606,"soqta Pachak soqtayoq"
607,"soqta Pachak qanchisniyoq"
608,"soqta Pachak pusaqniyoq"
609,"soqta Pachak isqonniyoq"
610,"soqta Pachak Chunka"
611,"soqta Pachak Chunka hukniyoq"
612,"soqta Pachak Chunka iskayniyoq"
613,"soqta Pachak Chunka kinsayoq"
614,"soqta Pachak Chunka tawayoq"
615,"soqta Pachak Chunka pisq’ayoq"
616,"soqta Pachak Chunka soqtayoq"
617,"soqta Pachak Chunka qanchisniyoq"
618,"soqta Pachak Chunka pusaqniyoq"
619,"soqta Pachak Chunka isqonniyoq"
620,"soqta Pachak iskay Chunka"
621,"soqta Pachak iskay Chunka hukniyoq"
622,"soqta Pachak iskay Chunka iskayniyoq"
623,"soqta Pachak iskay Chunka kinsayoq"
624,"soqta Pachak iskay Chunka tawayoq"
625,"soqta Pachak iskay Chunka pisq’ayoq"
626,"soqta Pachak iskay Chunka soqtayoq"
627,"soqta Pachak iskay Chunka qanchisniyoq"
628,"soqta Pachak iskay Chunka pusaqniyoq"
629,"soqta Pachak iskay Chunka isqonniyoq"
630,"soqta Pachak kinsa Chunka"
631,"soqta Pachak kinsa Chunka hukniyoq"
632,"soqta Pachak kinsa Chunka iskayniyoq"
633,"soqta Pachak kinsa Chunka kinsayoq"
634,"soqta Pachak kinsa Chunka tawayoq"
635,"soqta Pachak kinsa Chunka pisq’ayoq"
636,"soqta Pachak kinsa Chunka soqtayoq"
637,"soqta Pachak kinsa Chunka qanchisniyoq"
638,"soqta Pachak kinsa Chunka pusaqniyoq"
639,"soqta Pachak kinsa Chunka isqonniyoq"
640,"soqta Pachak tawa Chunka"
641,"soqta Pachak tawa Chunka hukniyoq"
642,"soqta Pachak tawa Chunka iskayniyoq"
643,"soqta Pachak tawa Chunka kinsayoq"
644,"soqta Pachak tawa Chunka tawayoq"
645,"soqta Pachak tawa Chunka pisq’ayoq"
646,"soqta Pachak tawa Chunka soqtayoq"
647,"soqta Pachak tawa Chunka qanchisniyoq"
648,"soqta Pachak tawa Chunka pusaqniyoq"
649,"soqta Pachak tawa Chunka isqonniyoq"
650,"soqta Pachak pisq’a Chunka"
651,"soqta Pachak pisq’a Chunka hukniyoq"
652,"soqta Pachak pisq’a Chunka iskayniyoq"
653,"soqta Pachak pisq’a Chunka kinsayoq"
654,"soqta Pachak pisq’a Chunka tawayoq"
655,"soqta Pachak pisq’a Chunka pisq’ayoq"
656,"soqta Pachak pisq’a Chunka soqtayoq"
657,"soqta Pachak pisq’a Chunka qanchisniyoq"
658,"soqta Pachak pisq’a Chunka pusaqniyoq"
659,"soqta Pachak pisq’a Chunka isqonniyoq"
660,"soqta Pachak soqta Chunka"
661,"soqta Pachak soqta Chunka hukniyoq"
662,"soqta Pachak soqta Chunka iskayniyoq"
663,"soqta Pachak soqta Chunka kinsayoq"
664,"soqta Pachak soqta Chunka tawayoq"
665,"soqta Pachak soqta Chunka pisq’ayoq"
666,"soqta Pachak soqta Chunka soqtayoq"
667,"soqta Pachak soqta Chunka qanchisniyoq"
668,"soqta Pachak soqta Chunka pusaqniyoq"
669,"soqta Pachak soqta Chunka isqonniyoq"
670,"soqta Pachak qanchis Chunka"
671,"soqta Pachak qanchis Chunka hukniyoq"
672,"soqta Pachak qanchis Chunka iskayniyoq"
673,"soqta Pachak qanchis Chunka kinsayoq"
674,"soqta Pachak qanchis Chunka tawayoq"
675,"soqta Pachak qanchis Chunka pisq’ayoq"
676,"soqta Pachak qanchis Chunka soqtayoq"
677,"soqta Pachak qanchis Chunka qanchisniyoq"
678,"soqta Pachak qanchis Chunka pusaqniyoq"
679,"soqta Pachak qanchis Chunka isqonniyoq"
680,"soqta Pachak pusaq Chunka"
681,"soqta Pachak pusaq Chunka hukniyoq"
682,"soqta Pachak pusaq Chunka iskayniyoq"
683,"soqta Pachak pusaq Chunka kinsayoq"
684,"soqta Pachak pusaq Chunka tawayoq"
685,"soqta Pachak pusaq Chunka pisq’ayoq"
686,"soqta Pachak pusaq Chunka soqtayoq"
687,"soqta Pachak pusaq Chunka qanchisniyoq"
688,"soqta Pachak pusaq Chunka pusaqniyoq"
689,"soqta Pachak pusaq Chunka isqonniyoq"
690,"soqta Pachak isqon Chunka"
691,"soqta Pachak isqon Chunka hukniyoq"
692,"soqta Pachak isqon Chunka iskayniyoq"
693,"soqta Pachak isqon Chunka kinsayoq"
694,"soqta Pachak isqon Chunka tawayoq"
695,"soqta Pachak isqon Chunka pisq’ayoq"
696,"soqta Pachak isqon Chunka soqtayoq"
697,"soqta Pachak isqon Chunka qanchisniyoq"
698,"soqta Pachak isqon Chunka pusaqniyoq"
699,"soqta Pachak isqon Chunka isqonniyoq"
700,"qanchis Pachak"
701,"qanchis Pachak hukniyoq"
702,"qanchis Pachak iskayniyoq"
703,"qanchis Pachak kinsayoq"
704,"qanchis Pachak tawayoq"
705,"qanchis Pachak pisq’ayoq"
706,"qanchis Pachak soqtayoq"
707,"qanchis Pachak qanchisniyoq"
708,"qanchis Pachak pusaqniyoq"
709,"qanchis Pachak isqonniyoq"
710,"qanchis Pachak Chunka"
711,"qanchis Pachak Chunka hukniyoq"
712,"qanchis Pachak Chunka iskayniyoq"
713,"qanchis Pachak Chunka kinsayoq"
714,"qanchis Pachak Chunka tawayoq"
715,"qanchis Pachak Chunka pisq’ayoq"
716,"qanchis Pachak Chunka soqtayoq"
717,"qanchis Pachak Chunka qanchisniyoq"
718,"qanchis Pachak Chunka pusaqniyoq"
719,"qanchis Pachak Chunka isqonniyoq"
720,"qanchis Pachak iskay Chunka"
721,"qanchis Pachak iskay Chunka hukniyoq"
722,"qanchis Pachak iskay Chunka iskayniyoq"
723,"qanchis Pachak iskay Chunka kinsayoq"
724,"qanchis Pachak iskay Chunka tawayoq"
725,"qanchis Pachak iskay Chunka pisq’ayoq"
726,"qanchis Pachak iskay Chunka soqtayoq"
727,"qanchis Pachak iskay Chunka qanchisniyoq"
728,"qanchis Pachak iskay Chunka pusaqniyoq"
729,"qanchis Pachak iskay Chunka isqonniyoq"
730,"qanchis Pachak kinsa Chunka"
731,"qanchis Pachak kinsa Chunka hukniyoq"
732,"qanchis Pachak kinsa Chunka iskayniyoq"
733,"qanchis Pachak kinsa Chunka kinsayoq"
734,"qanchis Pachak kinsa Chunka tawayoq"
735,"qanchis Pachak kinsa Chunka pisq’ayoq"
736,"qanchis Pachak kinsa Chunka soqtayoq"
737,"qanchis Pachak kinsa Chunka qanchisniyoq"
738,"qanchis Pachak kinsa Chunka pusaqniyoq"
739,"qanchis Pachak kinsa Chunka isqonniyoq"
740,"qanchis Pachak tawa Chunka"
741,"qanchis Pachak tawa Chunka hukniyoq"
742,"qanchis Pachak tawa Chunka iskayniyoq"
743,"qanchis Pachak tawa Chunka kinsayoq"
744,"qanchis Pachak tawa Chunka tawayoq"
745,"qanchis Pachak tawa Chunka pisq’ayoq"
746,"qanchis Pachak tawa Chunka soqtayoq"
747,"qanchis Pachak tawa Chunka qanchisniyoq"
748,"qanchis Pachak tawa Chunka pusaqniyoq"
749,"qanchis Pachak tawa Chunka isqonniyoq"
750,"qanchis Pachak pisq’a Chunka"
751,"qanchis Pachak pisq’a Chunka hukniyoq"
752,"qanchis Pachak pisq’a Chunka iskayniyoq"
753,"qanchis Pachak pisq’a Chunka kinsayoq"
754,"qanchis Pachak pisq’a Chunka tawayoq"
755,"qanchis Pachak pisq’a Chunka pisq’ayoq"
756,"qanchis Pachak pisq’a Chunka soqtayoq"
757,"qanchis Pachak pisq’a Chunka qanchisniyoq"
758,"qanchis Pachak pisq’a Chunka pusaqniyoq"
759,"qanchis Pachak pisq’a Chunka isqonniyoq"
760,"qanchis Pachak soqta Chunka"
761,"qanchis Pachak soqta Chunka hukniyoq"
762,"qanchis Pachak soqta Chunka iskayniyoq"
763,"qanchis Pachak soqta Chunka kinsayoq"
764,"qanchis Pachak soqta Chunka tawayoq"
765,"qanchis Pachak soqta Chunka pisq’ayoq"
766,"qanchis Pachak soqta Chunka soqtayoq"
767,"qanchis Pachak soqta Chunka qanchisniyoq"
768,"qanchis Pachak soqta Chunka pusaqniyoq"
769,"qanchis Pachak soqta Chunka isqonniyoq"
770,"qanchis Pachak qanchis Chunka"
771,"qanchis Pachak qanchis Chunka hukniyoq"
772,"qanchis Pachak qanchis Chunka iskayniyoq"
773,"qanchis Pachak qanchis Chunka kinsayoq"
774,"qanchis Pachak qanchis Chunka tawayoq"
775,"qanchis Pachak qanchis Chunka pisq’ayoq"
776,"qanchis Pachak qanchis Chunka soqtayoq"
777,"qanchis Pachak qanchis Chunka qanchisniyoq"
778,"qanchis Pachak qanchis Chunka pusaqniyoq"
779,"qanchis Pachak qanchis Chunka isqonniyoq"
780,"qanchis Pachak pusaq Chunka"
781,"qanchis Pachak pusaq Chunka hukniyoq"
782,"qanchis Pachak pusaq Chunka iskayniyoq"
783,"qanchis Pachak pusaq Chunka kinsayoq"
784,"qanchis Pachak pusaq Chunka tawayoq"
785,"qanchis Pachak pusaq Chunka pisq’ayoq"
786,"qanchis Pachak pusaq Chunka soqtayoq"
787,"qanchis Pachak pusaq Chunka qanchisniyoq"
788,"qanchis Pachak pusaq Chunka pusaqniyoq"
789,"qanchis Pachak pusaq Chunka isqonniyoq"
790,"qanchis Pachak isqon Chunka"
791,"qanchis Pachak isqon Chunka hukniyoq"
792,"qanchis Pachak isqon Chunka iskayniyoq"
793,"qanchis Pachak isqon Chunka kinsayoq"
794,"qanchis Pachak isqon Chunka tawayoq"
795,"qanchis Pachak isqon Chunka pisq’ayoq"
796,"qanchis Pachak isqon Chunka soqtayoq"
797,"qanchis Pachak isqon Chunka qanchisniyoq"
798,"qanchis Pachak isqon Chunka pusaqniyoq"
799,"qanchis Pachak isqon Chunka isqonniyoq"
800,"pusaq Pachak"
801,"pusaq Pachak hukniyoq"
802,"pusaq Pachak iskayniyoq"
803,"pusaq Pachak kinsayoq"
804,"pusaq Pachak tawayoq"
805,"pusaq Pachak pisq’ayoq"
806,"pusaq Pachak soqtayoq"
807,"pusaq Pachak qanchisniyoq"
808,"pusaq Pachak pusaqniyoq"
809,"pusaq Pachak isqonniyoq"
810,"pusaq Pachak Chunka"
811,"pusaq Pachak Chunka hukniyoq"
812,"pusaq Pachak Chunka iskayniyoq"
813,"pusaq Pachak Chunka kinsayoq"
814,"pusaq Pachak Chunka tawayoq"
815,"pusaq Pachak Chunka pisq’ayoq"
816,"pusaq Pachak Chunka soqtayoq"
817,"pusaq Pachak Chunka qanchisniyoq"
818,"pusaq Pachak Chunka pusaqniyoq"
819,"pusaq Pachak Chunka isqonniyoq"
820,"pusaq Pachak iskay Chunka"
821,"pusaq Pachak iskay Chunka hukniyoq"
822,"pusaq Pachak iskay Chunka iskayniyoq"
823,"pusaq Pachak iskay Chunka kinsayoq"
824,"pusaq Pachak iskay Chunka tawayoq"
825,"pusaq Pachak iskay Chunka pisq’ayoq"
826,"pusaq Pachak iskay Chunka soqtayoq"
827,"pusaq Pachak iskay Chunka qanchisniyoq"
828,"pusaq Pachak iskay Chunka pusaqniyoq"
829,"pusaq Pachak iskay Chunka isqonniyoq"
830,"pusaq Pachak kinsa Chunka"
831,"pusaq Pachak kinsa Chunka hukniyoq"
832,"pusaq Pachak kinsa Chunka iskayniyoq"
833,"pusaq Pachak kinsa Chunka kinsayoq"
834,"pusaq Pachak kinsa Chunka tawayoq"
835,"pusaq Pachak kinsa Chunka pisq’ayoq"
836,"pusaq Pachak kinsa Chunka soqtayoq"
837,"pusaq Pachak kinsa Chunka qanchisniyoq"
838,"pusaq Pachak kinsa Chunka pusaqniyoq"
839,"pusaq Pachak kinsa Chunka isqonniyoq"
840,"pusaq Pachak tawa Chunka"
841,"pusaq Pachak tawa Chunka hukniyoq"
842,"pusaq Pachak tawa Chunka iskayniyoq"
843,"pusaq Pachak tawa Chunka kinsayoq"
844,"pusaq Pachak tawa Chunka tawayoq"
845,"pusaq Pachak tawa Chunka pisq’ayoq"
846,"pusaq Pachak tawa Chunka soqtayoq"
847,"pusaq Pachak tawa Chunka qanchisniyoq"
848,"pusaq Pachak tawa Chunka pusaqniyoq"
849,"pusaq Pachak tawa Chunka isqonniyoq"
850,"pusaq Pachak pisq’a Chunka"
851,"pusaq Pachak pisq’a Chunka hukniyoq"
852,"pusaq Pachak pisq’a Chunka iskayniyoq"
853,"pusaq Pachak pisq’a Chunka kinsayoq"
854,"pusaq Pachak pisq’a Chunka tawayoq"
855,"pusaq Pachak pisq’a Chunka pisq’ayoq"
856,"pusaq Pachak pisq’a Chunka soqtayoq"
857,"pusaq Pachak pisq’a Chunka qanchisniyoq"
858,"pusaq Pachak pisq’a Chunka pusaqniyoq"
859,"pusaq Pachak pisq’a Chunka isqonniyoq"
860,"pusaq Pachak soqta Chunka"
861,"pusaq Pachak soqta Chunka hukniyoq"
862,"pusaq Pachak soqta Chunka iskayniyoq"
863,"pusaq Pachak soqta Chunka kinsayoq"
864,"pusaq Pachak soqta Chunka tawayoq"
865,"pusaq Pachak soqta Chunka pisq’ayoq"
866,"pusaq Pachak soqta Chunka soqtayoq"
867,"pusaq Pachak soqta Chunka qanchisniyoq"
868,"pusaq Pachak soqta Chunka pusaqniyoq"
869,"pusaq Pachak soqta Chunka isqonniyoq"
870,"pusaq Pachak qanchis Chunka"
871,"pusaq Pachak qanchis Chunka hukniyoq"
872,"pusaq Pachak qanchis Chunka iskayniyoq"
873,"pusaq Pachak qanchis Chunka kinsayoq"
874,"pusaq Pachak qanchis Chunka tawayoq"
875,"pusaq Pachak qanchis Chunka pisq’ayoq"
876,"pusaq Pachak qanchis Chunka soqtayoq"
877,"pusaq Pachak qanchis Chunka qanchisniyoq"
878,"pusaq Pachak qanchis Chunka pusaqniyoq"
879,"pusaq Pachak qanchis Chunka isqonniyoq"
880,"pusaq Pachak pusaq Chunka"
881,"pusaq Pachak pusaq Chunka hukniyoq"
882,"pusaq Pachak pusaq Chunka iskayniyoq"
883,"pusaq Pachak pusaq Chunka kinsayoq"
884,"pusaq Pachak pusaq Chunka tawayoq"
885,"pusaq Pachak pusaq Chunka pisq’ayoq"
886,"pusaq Pachak pusaq Chunka soqtayoq"
887,"pusaq Pachak pusaq Chunka qanchisniyoq"
888,"pusaq Pachak pusaq Chunka pusaqniyoq"
889,"pusaq Pachak pusaq Chunka isqonniyoq"
890,"pusaq Pachak isqon Chunka"
891,"pusaq Pachak isqon Chunka hukniyoq"
892,"pusaq Pachak isqon Chunka iskayniyoq"
893,"pusaq Pachak isqon Chunka kinsayoq"
894,"pusaq Pachak isqon Chunka tawayoq"
895,"pusaq Pachak isqon Chunka pisq’ayoq"
896,"pusaq Pachak isqon Chunka soqtayoq"
897,"pusaq Pachak isqon Chunka qanchisniyoq"
898,"pusaq Pachak isqon Chunka pusaqniyoq"
899,"pusaq Pachak isqon Chunka isqonniyoq"
900,"isqon Pachak"
901,"isqon Pachak hukniyoq"
902,"isqon Pachak iskayniyoq"
903,"isqon Pachak kinsayoq"
904,"isqon Pachak tawayoq"
905,"isqon Pachak pisq’ayoq"
906,"isqon Pachak soqtayoq"
907,"isqon Pachak qanchisniyoq"
908,"isqon Pachak pusaqniyoq"
909,"isqon Pachak isqonniyoq"
910,"isqon Pachak Chunka"
911,"isqon Pachak Chunka hukniyoq"
912,"isqon Pachak Chunka iskayniyoq"
913,"isqon Pachak Chunka kinsayoq"
914,"isqon Pachak Chunka tawayoq"
915,"isqon Pachak Chunka pisq’ayoq"
916,"isqon Pachak Chunka soqtayoq"
917,"isqon Pachak Chunka qanchisniyoq"
918,"isqon Pachak Chunka pusaqniyoq"
919,"isqon Pachak Chunka isqonniyoq"
920,"isqon Pachak iskay Chunka"
921,"isqon Pachak iskay Chunka hukniyoq"
922,"isqon Pachak iskay Chunka iskayniyoq"
923,"isqon Pachak iskay Chunka kinsayoq"
924,"isqon Pachak iskay Chunka tawayoq"
925,"isqon Pachak iskay Chunka pisq’ayoq"
926,"isqon Pachak iskay Chunka soqtayoq"
927,"isqon Pachak iskay Chunka qanchisniyoq"
928,"isqon Pachak iskay Chunka pusaqniyoq"
929,"isqon Pachak iskay Chunka isqonniyoq"
930,"isqon Pachak kinsa Chunka"
931,"isqon Pachak kinsa Chunka hukniyoq"
932,"isqon Pachak kinsa Chunka iskayniyoq"
933,"isqon Pachak kinsa Chunka kinsayoq"
934,"isqon Pachak kinsa Chunka tawayoq"
935,"isqon Pachak kinsa Chunka pisq’ayoq"
936,"isqon Pachak kinsa Chunka soqtayoq"
937,"isqon Pachak kinsa Chunka qanchisniyoq"
938,"isqon Pachak kinsa Chunka pusaqniyoq"
939,"isqon Pachak kinsa Chunka isqonniyoq"
940,"isqon Pachak tawa Chunka"
941,"isqon Pachak tawa Chunka hukniyoq"
942,"isqon Pachak tawa Chunka iskayniyoq"
943,"isqon Pachak tawa Chunka kinsayoq"
944,"isqon Pachak tawa Chunka tawayoq"
945,"isqon Pachak tawa Chunka pisq’ayoq"
946,"isqon Pachak tawa Chunka soqtayoq"
947,"isqon Pachak tawa Chunka qanchisniyoq"
948,"isqon Pachak tawa Chunka pusaqniyoq"
949,"isqon Pachak tawa Chunka isqonniyoq"
950,"isqon Pachak pisq’a Chunka"
951,"isqon Pachak pisq’a Chunka hukniyoq"
952,"isqon Pachak pisq’a Chunka iskayniyoq"
953,"isqon Pachak pisq’a Chunka kinsayoq"
954,"isqon Pachak pisq’a Chunka tawayoq"
955,"isqon Pachak pisq’a Chunka pisq’ayoq"
956,"isqon Pachak pisq’a Chunka soqtayoq"
957,"isqon Pachak pisq’a Chunka qanchisniyoq"
958,"isqon Pachak pisq’a Chunka pusaqniyoq"
959,"isqon Pachak pisq’a Chunka isqonniyoq"
960,"isqon Pachak soqta Chunka"
961,"isqon Pachak soqta Chunka hukniyoq"
962,"isqon Pachak soqta Chunka iskayniyoq"
963,"isqon Pachak soqta Chunka kinsayoq"
964,"isqon Pachak soqta Chunka tawayoq"
965,"isqon Pachak soqta Chunka pisq’ayoq"
966,"isqon Pachak soqta Chunka soqtayoq"
967,"isqon Pachak soqta Chunka qanchisniyoq"
968,"isqon Pachak soqta Chunka pusaqniyoq"
969,"isqon Pachak soqta Chunka isqonniyoq"
970,"isqon Pachak qanchis Chunka"
971,"isqon Pachak qanchis Chunka hukniyoq"
972,"isqon Pachak qanchis Chunka iskayniyoq"
973,"isqon Pachak qanchis Chunka kinsayoq"
974,"isqon Pachak qanchis Chunka tawayoq"
975,"isqon Pachak qanchis Chunka pisq’ayoq"
976,"isqon Pachak qanchis Chunka soqtayoq"
977,"isqon Pachak qanchis Chunka qanchisniyoq"
978,"isqon Pachak qanchis Chunka pusaqniyoq"
979,"isqon Pachak qanchis Chunka isqonniyoq"
980,"isqon Pachak pusaq Chunka"
981,"isqon Pachak pusaq Chunka hukniyoq"
982,"isqon Pachak pusaq Chunka iskayniyoq"
983,"isqon Pachak pusaq Chunka kinsayoq"
984,"isqon Pachak pusaq Chunka tawayoq"
985,"isqon Pachak pusaq Chunka pisq’ayoq"
986,"isqon Pachak pusaq Chunka soqtayoq"
987,"isqon Pachak pusaq Chunka qanchisniyoq"
988,"isqon Pachak pusaq Chunka pusaqniyoq"
989,"isqon Pachak pusaq Chunka isqonniyoq"
990,"isqon Pachak isqon Chunka"
991,"isqon Pachak isqon Chunka hukniyoq"
992,"isqon Pachak isqon Chunka iskayniyoq"
993,"isqon Pachak isqon Chunka kinsayoq"
994,"isqon Pachak isqon Chunka tawayoq"
995,"isqon Pachak isqon Chunka pisq’ayoq"
996,"isqon Pachak isqon Chunka soqtayoq"
997,"isqon Pachak isqon Chunka qanchisniyoq"
998,"isqon Pachak isqon Chunka pusaqniyoq"
999,"isqon Pachak isqon Chunka isqonniyoq"
1000,Waranqa
1001,"Waranqa hukniyoq"
1002,"Waranqa iskayniyoq"
1003,"Waranqa kinsayoq"
1004,"Waranqa tawayoq"
1005,"Waranqa pisq’ayoq"
1006,"Waranqa soqtayoq"
1007,"Waranqa qanchisniyoq"
1008,"Waranqa pusaqniyoq"
1009,"Waranqa isqonniyoq"
1010,"Waranqa Chunka"
1011,"Waranqa Chunka hukniyoq"
1012,"Waranqa Chunka iskayniyoq"
1013,"Waranqa Chunka kinsayoq"
1014,"Waranqa Chunka tawayoq"
1015,"Waranqa Chunka pisq’ayoq"
1016,"Waranqa Chunka soqtayoq"
1017,"Waranqa Chunka qanchisniyoq"
1018,"Waranqa Chunka pusaqniyoq"
1019,"Waranqa Chunka isqonniyoq"
1020,"Waranqa iskay Chunka"
1021,"Waranqa iskay Chunka hukniyoq"
1022,"Waranqa iskay Chunka iskayniyoq"
1023,"Waranqa iskay Chunka kinsayoq"
1024,"Waranqa iskay Chunka tawayoq"
1025,"Waranqa iskay Chunka pisq’ayoq"
1026,"Waranqa iskay Chunka soqtayoq"
1027,"Waranqa iskay Chunka qanchisniyoq"
1028,"Waranqa iskay Chunka pusaqniyoq"
1029,"Waranqa iskay Chunka isqonniyoq"
1030,"Waranqa kinsa Chunka"
1031,"Waranqa kinsa Chunka hukniyoq"
1032,"Waranqa kinsa Chunka iskayniyoq"
1033,"Waranqa kinsa Chunka kinsayoq"
1034,"Waranqa kinsa Chunka tawayoq"
1035,"Waranqa kinsa Chunka pisq’ayoq"
1036,"Waranqa kinsa Chunka soqtayoq"
1037,"Waranqa kinsa Chunka qanchisniyoq"
1038,"Waranqa kinsa Chunka pusaqniyoq"
1039,"Waranqa kinsa Chunka isqonniyoq"
1040,"Waranqa tawa Chunka"
1041,"Waranqa tawa Chunka hukniyoq"
1042,"Waranqa tawa Chunka iskayniyoq"
1043,"Waranqa tawa Chunka kinsayoq"
1044,"Waranqa tawa Chunka tawayoq"
1045,"Waranqa tawa Chunka pisq’ayoq"
1046,"Waranqa tawa Chunka soqtayoq"
1047,"Waranqa tawa Chunka qanchisniyoq"
1048,"Waranqa tawa Chunka pusaqniyoq"
1049,"Waranqa tawa Chunka isqonniyoq"
1050,"Waranqa pisq’a Chunka"
1051,"Waranqa pisq’a Chunka hukniyoq"
1052,"Waranqa pisq’a Chunka iskayniyoq"
1053,"Waranqa pisq’a Chunka kinsayoq"
1054,"Waranqa pisq’a Chunka tawayoq"
1055,"Waranqa pisq’a Chunka pisq’ayoq"
1056,"Waranqa pisq’a Chunka soqtayoq"
1057,"Waranqa pisq’a Chunka qanchisniyoq"
1058,"Waranqa pisq’a Chunka pusaqniyoq"
1059,"Waranqa pisq’a Chunka isqonniyoq"
1060,"Waranqa soqta Chunka"
1061,"Waranqa soqta Chunka hukniyoq"
1062,"Waranqa soqta Chunka iskayniyoq"
1063,"Waranqa soqta Chunka kinsayoq"
1064,"Waranqa soqta Chunka tawayoq"
1065,"Waranqa soqta Chunka pisq’ayoq"
1066,"Waranqa soqta Chunka soqtayoq"
1067,"Waranqa soqta Chunka qanchisniyoq"
1068,"Waranqa soqta Chunka pusaqniyoq"
1069,"Waranqa soqta Chunka isqonniyoq"
1070,"Waranqa qanchis Chunka"
1071,"Waranqa qanchis Chunka hukniyoq"
1072,"Waranqa qanchis Chunka iskayniyoq"
1073,"Waranqa qanchis Chunka kinsayoq"
1074,"Waranqa qanchis Chunka tawayoq"
1075,"Waranqa qanchis Chunka pisq’ayoq"
1076,"Waranqa qanchis Chunka soqtayoq"
1077,"Waranqa qanchis Chunka qanchisniyoq"
1078,"Waranqa qanchis Chunka pusaqniyoq"
1079,"Waranqa qanchis Chunka isqonniyoq"
1080,"Waranqa pusaq Chunka"
1081,"Waranqa pusaq Chunka hukniyoq"
1082,"Waranqa pusaq Chunka iskayniyoq"
1083,"Waranqa pusaq Chunka kinsayoq"
1084,"Waranqa pusaq Chunka tawayoq"
1085,"Waranqa pusaq Chunka pisq’ayoq"
1086,"Waranqa pusaq Chunka soqtayoq"
1087,"Waranqa pusaq Chunka qanchisniyoq"
1088,"Waranqa pusaq Chunka pusaqniyoq"
1089,"Waranqa pusaq Chunka isqonniyoq"
1090,"Waranqa isqon Chunka"
1091,"Waranqa isqon Chunka hukniyoq"
1092,"Waranqa isqon Chunka iskayniyoq"
1093,"Waranqa isqon Chunka kinsayoq"
1094,"Waranqa isqon Chunka tawayoq"
1095,"Waranqa isqon Chunka pisq’ayoq"
1096,"Waranqa isqon Chunka soqtayoq"
1097,"Waranqa isqon Chunka qanchisniyoq"
1098,"Waranqa isqon Chunka pusaqniyoq"
1099,"Waranqa isqon Chunka isqonniyoq"
1100,"Waranqa Pachak"
1101,"Waranqa Pachak hukniyoq"
1102,"Waranqa Pachak iskayniyoq"
1103,"Waranqa Pachak kinsayoq"
1104,"Waranqa Pachak tawayoq"
1105,"Waranqa Pachak pisq’ayoq"
1106,"Waranqa Pachak soqtayoq"
1107,"Waranqa Pachak qanchisniyoq"
1108,"Waranqa Pachak pusaqniyoq"
1109,"Waranqa Pachak isqonniyoq"
1110,"Waranqa Pachak Chunka"
1111,"Waranqa Pachak Chunka hukniyoq"
1112,"Waranqa Pachak Chunka iskayniyoq"
1113,"Waranqa Pachak Chunka kinsayoq"
1114,"Waranqa Pachak Chunka tawayoq"
1115,"Waranqa Pachak Chunka pisq’ayoq"
1116,"Waranqa Pachak Chunka soqtayoq"
1117,"Waranqa Pachak Chunka qanchisniyoq"
1118,"Waranqa Pachak Chunka pusaqniyoq"
1119,"Waranqa Pachak Chunka isqonniyoq"
1120,"Waranqa Pachak iskay Chunka"
1121,"Waranqa Pachak iskay Chunka hukniyoq"
1122,"Waranqa Pachak iskay Chunka iskayniyoq"
1123,"Waranqa Pachak iskay Chunka kinsayoq"
1124,"Waranqa Pachak iskay Chunka tawayoq"
1125,"Waranqa Pachak iskay Chunka pisq’ayoq"
1126,"Waranqa Pachak iskay Chunka soqtayoq"
1127,"Waranqa Pachak iskay Chunka qanchisniyoq"
1128,"Waranqa Pachak iskay Chunka pusaqniyoq"
1129,"Waranqa Pachak iskay Chunka isqonniyoq"
1130,"Waranqa Pachak kinsa Chunka"
1131,"Waranqa Pachak kinsa Chunka hukniyoq"
1132,"Waranqa Pachak kinsa Chunka iskayniyoq"
1133,"Waranqa Pachak kinsa Chunka kinsayoq"
1134,"Waranqa Pachak kinsa Chunka tawayoq"
1135,"Waranqa Pachak kinsa Chunka pisq’ayoq"
1136,"Waranqa Pachak kinsa Chunka soqtayoq"
1137,"Waranqa Pachak kinsa Chunka qanchisniyoq"
1138,"Waranqa Pachak kinsa Chunka pusaqniyoq"
1139,"Waranqa Pachak kinsa Chunka isqonniyoq"
1140,"Waranqa Pachak tawa Chunka"
1141,"Waranqa Pachak tawa Chunka hukniyoq"
1142,"Waranqa Pachak tawa Chunka iskayniyoq"
1143,"Waranqa Pachak tawa Chunka kinsayoq"
1144,"Waranqa Pachak tawa Chunka tawayoq"
1145,"Waranqa Pachak tawa Chunka pisq’ayoq"
1146,"Waranqa Pachak tawa Chunka soqtayoq"
1147,"Waranqa Pachak tawa Chunka qanchisniyoq"
1148,"Waranqa Pachak tawa Chunka pusaqniyoq"
1149,"Waranqa Pachak tawa Chunka isqonniyoq"
1150,"Waranqa Pachak pisq’a Chunka"
1151,"Waranqa Pachak pisq’a Chunka hukniyoq"
1152,"Waranqa Pachak pisq’a Chunka iskayniyoq"
